Nama|NPWP|Komite Audit Ketua|Nama Penerima|Komite Audit Anggota 2|Komite Audit Anggota 3|Komite Audit Anggota 4|Komite Audit Anggota 5|Direktur Utama|Direktur 1|Direktur 2|Direktur 3|Direktur 4|Direktur 5|Direktur 6|Direktur 7|Direktur 8|Direktur 9|Direktur 10|Direktur 11|Direktur 12|Direktur 13|Direktur 14|Komisaris Utama|Komisaris 1|Komisaris 2|Komisaris 3|Komisaris 4|Komisaris 5|Komisaris 6|Komisaris 7|Komisaris 8|Komisaris 9|Komisaris 10|Komisaris 11|Komisaris 12|Komisaris 13|Komisaris 14|Corporate Secretary|Established Date|Listing Date|Alamat|Phone|Fax|Homepage|Email|Pemilik Saham 1
PT Indo Pureco Pratama Tbk|911791432439000|Anang Rikza Masyhadi||Akhmad Rezza Pahlevy|Rizma Uvirachma Dhonik|||Syahmenan|Kemas Najiburrahman Awal||||||||||||||Manudin Hasan, SE|Anang Rikza Masyadi||||||||||||||Syahmenan||2021-12-09|Batununggul 1, Balingbing, Pagaden Barat. Subang, Jawa Barat, 41252|0260 424 7083||https://indopureco.co.id/|corsec@indopureco.co.id|Masyarakat Non Warkat
PT MNC Vision Networks Tbk.|026146514021000|Agus Mulyanto||Beti Puspitasari Santoso|Mohamed Idwan Ganie|||Syafril Nasution|Herman Kusno|Vera Tanamihardja|Rachmat Nurhadi|Gadis Ratnasari Sjahrir|||||||||||Ruby Panjaitan|Mashudi hamka|Agus Mulyanto|Sandy Wiguna||||||||||||Gadis Ratnasari J. Sjahrir||2019-07-08|MNC Tower Lantai 27, Jl. Kebon Sirih No. 17-19, RT/RW 015/007 Kel. Kebon Sirih, Kec. Menteng Jakarta Pusat|(021) 390-9211, 390-0310|(021) 392-7859, 390-9207|www.mncvisionnetworks.com|corsec.mvn@mncgroup.com|PT Global Mediacom Tbk.
PT Itama Ranoraya Tbk.|013859343007000|Roy Edison Maningkas||Sudarmono, S.E. Akt. CA. QIA. ACPA|Venantius Agung Passinoraga, S.E., M.M., Ak.|||Heru Firdausi Syarif|Teguh Eko Purwanto|Viertin Maretson Lumban Tobing|Hendry Herman||||||||||||Dr. Tjandra Yoga Aditama|Drs H Wirdhan Denny|Roy Edison Maningkas|||||||||||||Viertin Maretson Lumban Tobing||2019-10-15|Gedung MT. Haryono Square LT. 1 Unit I, Jl. Otto Iskandardinata Raya No. 390 Bidara Cina, Jatinegara, Kota Adm. Jakarta Timur, DKI Jakarta 13330|(021) 29067207|(021) 29067208|http://itama.co.id/|corsec@itama.co.id|PT Global Dinamika Kencana
PT Aviana Sinar Abadi Tbk|033495128012000|Nathaniel Kwai||Devita Hidayanti|Amalia Alfiani|||Gusti Ngurah Komang Panji Pramana|Fajar Indrayanto D|Piki Purwanto|Hendri||||||||||||Ricardo Mandala Putra|Nathaniel Kwai||||||||||||||Fajar Indrayanto D||2023-02-07|Jl. Alaydrus Lt. 3 No. 66 BC Petojo Utara, Gambir, Jakarta Pusat 10130|021 - 6317523||www.aviana.co.id|corporate.secretary@aviana.co.id|PT Mitra Digital Investindo
PT Isra Presisi Indonesia Tbk|314111626413000|Agus Sudiyar Tanjung||Novi Riyatun|Siti Kurniasih|||Asrullah|Budiharto||||||||||||||Asriani Natong|Agus Sudiyar Tanjung||||||||||||||Rostini Nato||2022-12-09|Jln. Daru III Blok G5 No. 39 Kawasan Industri Delta Silicon III Lippo Cikarang Bekasi Jawa Barat, 17530|(021) 28514046|(021) 28514047|www.isra.co.id|admin@isra.co.id|PT Dua Putra Bersinergi
PT Indosat Tbk|010005023051000|Ajay Bahri||Hernando|Haryanto Sahari|Elisa Lumbantoruan||Vikram Sinha|Lee Chi Hung|Irsyad Sahroni|Muhammad Buldansyah|Ahmad Zulfikar|Cheung Kwok Tung|Ritesh Kumar Singh|||||||||Halim Alamsyah|Ahmad Abdulaziz A A Al-Neama|Rene Heinz Werner|Elisa Lumbantoruan|Wijayanto|Cheung Kwan Hoi|Efthymios Tsokanis|Woo Chiu Man, Cliff|Sugito Walujo|Meirijal Nur|Hernando|Rudiantara|Ajay Bahri|||Reski Damayanti||1994-10-19|Jl. Medan Merdeka Barat No.21 Jakarta 10110|(021) 3000 3001|(021) 3000 3757|indosatooredoo.com|investor@indosatooredoo.com|Ooredoo Hutchison Asia Pte. Ltd
PT Indo American Seafoods Tbk|025230509325000|Leo Herlambang||Samsul Huda|Eka Anugeraha Putera|||Ibnu Syena Alfitra|Ibnu Surya Ramadhan|Abu Yazid|||||||||||||Saimi Saleh|Leo Herlambang||||||||||||||Gustav, S.H.||2024-07-08|Jl. Ir. Sutami KM 13, Desa Sukanegara, Kecamatan Tanjung Bintang, Kabupaten Lampung Selatan, Provinsi Lampung, Indonesia.|0721 351 211||www.indoamericanseafoods.com|corporate.secretary@indoamericanseafoods.com|PT Indo American Foods
PT Steel Pipe Industry of Indonesia Tbk|010017325092000|Welly Tantono||Antonius Karamoy|Yoshinori Nishimoto|||Ibnu Susanto|The, Hanny Purnomo|Nico Gunawan|Soediarto Soerjoprahono||||||||||||MAKMUR WIDJAJA|BING HARTONO POERNOMOSIDI|WELLY TANTONO|ENTARIO WIDJAJA SUSANTO||||||||||||Johanes Wahyudi Edward||2013-02-22|Jl. Kalibutuh 189-191 Surabaya 60173-Jawa Timur|(031) 5320921, 5316921|(031) 5310712, 5320290|www.spindo.com|corsec@spindo.co.id|PT Cakra Bhakti Para Putra
PT Indonesian Tobacco Tbk.|011235041651000|Drs. Suprihadi, MSA., Ak., MSA.Ap., CPA., CA., CTA||Andi Sudhana, S.E., M.M., Ak., CA., CRMP., CSRS., CSRA|Prof. Dr. Erwin Saraswati., Ak., CPMA., CSRA., ASCA|||Djonny Saksono|Andre Martinus||||||||||||||Shirley Suwantinna|Drs. Suprihadi, MSA., Ak., MSA.Ap., CPA., CA., CTA||||||||||||||Djonny Saksono||2019-07-04|Jalan Letjen S. Parman Nomor 92 Malang 65122, Jawa Timur - Indonesia|+62341-491017|+62341-491407|www.indonesiantobacco.com|office@indonesiantobacco.com|Djonny Saksono
SUMBER ENERGI ANDALAN Tbk|014540306054000|Achmad Widjaja||Deden Hendrayana|Rodion Wikanto Njotowidjojo|||Rocky Oktanso Sugih|Ferdy Yustianto|Sargato|||||||||||||Winston Jusuf|Achmad Widjaja||||||||||||||Jerry Hotama||1990-12-10|Sopo Del Office & Lifestyle Tower B, Lantai 21 Jl. Mega Kuningan Barat III, Lot.10 1-6, Kawasan Mega Kuningan Jakarta Selatan12950|+62 21 50815254|+62 21 50815253|https://www.energi-andalan.co.id/|corporate.secretary@energi-andalan.co.id|Masyarakat Non Warkat
Indo Tambangraya Megah Tbk|013325907091000|Prof. Dr. Djisman Simandjuntak||Prof. Dr. Cynthia Afriani, S.E., M.E.|Ir. Petrus M. Siregar, M.M.|||Mulianto|Stephanus Demo Wawin|Yulius Kurniawan Gozali|Ignatius Wurwanto|Junius Prakarsa Darmawan|Isara Pootrakul|Narin Sampattanavorachai|Niwat Boonyad|Warut Waramit|||||||Prof. Djisman Simandjuntak|Somsak Sithinamsuwan|Somruedee Chaimongkol|Mahyudin Lubis|Djoko Wintoro|Fredi Chandra|Kirana Limpaphayom|Maneewan Vachiruckul|Sinon Vongkusolkit|Jamon Jamuang||||||Monika Ida Krisnamurti||2007-12-18|Pondok Indah Office Tower III, 3rd Floor Jl. Sultan Iskandar Muda Pondok Indah Kav. V-TA Jakarta Selatan 12310|021 - 2932 8100|021 - 2932 7999|-|-|Banpu Minerals (Singapore) Private Limited
PT Jhonlin Agro Raya Tbk|706631322734000|Usman Aji Purnomo||Ilham Rusydi|Al Supardini|||Indra Irawan|Temmy Iskandar||||||||||||||Jhony Saputra|Bambang Aria Wisena|Usman Aji Purnomo|||||||||||||Sugi Haryanti||2022-08-04|Jl. Kodeco KM 1, Kelurahan Gunung Antasari, Kecamatan Simpang Empat, Kabupaten Tanah Bumbu Kalimatan Selatan 72213|+62 518 2090000|+62 518 2090001|www.ptjar.com|corsec@ptjar.com|PT ESHAN AGRO SENTOSA
PT Jasnita Telekomindo Tbk.|017701327076000|Irwan Arifin||Marup Iskandar|Raden Maulana Jusuf|||Yentoro|Sri Akhadah|Samsul Effendi|David Yamanto||||||||||||Fariz Hutama Putra|Irwan Arifin|Santi Simbolon|||||||||||||Nathania Olinda||2019-05-16|E-Trade Building Lt. 5 Suite B Jln. K.H. Wahid Hasyim No. 55, Gondangdia, Menteng Jakarta Pusat 10350|021-2856 5288|021-391 6282|www.jasnita.co.id|corpsec@jasnita.co.id|Masyarakat Non Warkat
PT Informasi Teknologi Indonesia Tbk.|021397450058000|Hendri Mulya Syam||S Kartiko Wahyu Widodo|Kartadjaja Intan|||Erik Rivai Ridzal|Adrianus Yose Hartono|Yuliana|||||||||||||Jusuf Sjariffudin|Hendri Mulya Syam||||||||||||||Dicky Zulkarnaen||2023-05-08|Graha Orange Jl. Mampang Prapatan Raya No.3 Mampang Prapatan, Jakarta Selatan 12790|+62 (21) 7940946||www.jatismobile.com|corporatesecretary@jatis.com|PT Jati Piranti Solusindo
Jaya Agra Wattie Tbk|0013609227054000|||||||Harijadi Soedarjo|Harli Wijayadi|Ryan Nurfitriandy|||||||||||||Rohadi|Muhadi|Connie Teresianti H|||||||||||||Harli Wijayadi||2011-05-30|Gedung Graha Dinamika Lantai 2 Jalan Tanah Abang II No 49-51 Jakarta 10160|021-3505906 , 021-65867525|-|www.jawattie.co.id|corsec@jawattie.com|PT SARANA AGRO INVESTAMA
PT Armada Berjaya Trans Tbk.|032504334047000|Franklin William Kayhatu||Riko Firmansyah|Ismail Hasan|||Darmawan Suryadi SM|BAJA ERIKSON NAIBAHO||||||||||||||Jap Astrid Patricia|Franklin William Kayhatu||||||||||||||Angita Anggarini||2019-02-21|Green Sedayu Bizpark Cakung GS 7 Nomor 19, Rukun Tetangga 000, RW 006, Kelurahan Cakung Timur, Kecamatan Cakung, Kota Administrasi Jakarta Timur,13910|021-4609433, 4609403|0|www.armadaberjaya.com|corporate@armadaberjaya.com|PT Prima Globalindo Logistik
Jembo Cable Company Tbk|011204195054000|Drs. Agus Kristiyono, AKT., MBA||Joni Pathibang|Irineus Dwinanto Bimo|||Mary Ang Santoso|Antonius Benady|Jimmy Wijaya Joeng|Ignatius Nugraha Widiyanta|Bambang Pramadi Pramusinto|||||||||||Santoso|Tommy Wijaya|Agus Kristiyono|||||||||||||Antonius Benady||1992-11-18|Jl. Pajajaran Ds. Gandasari Kec. Jatiuwung Tangerang 15137|(021) 26646933|(021) 26646934|http://www.jembo.com|antonius_benady@jembo.com|PT MONASPERMATA PERSADA
PT Graha Andrasentra Propertindo Tbk.|013326350431000|Ori Setianto||Indra Safitri|Mohamad Hassan|||Resza Adikreshna|Melky Aliandri||||||||||||||Cahyono Cahya Angkasa|Adika Nuraga Bakrie|Diyan Hapsari|Ori Setianto||||||||||||Santoso Budi||2016-06-29|Bogor Nirwana Residence Jl. Bogor Nirwana Raya (Dereded - Pahlawan) Bogor 16132|0251-8211290|0251-8211295|www.jungleseries.co.id|info@jungleseries.co.id|PT Surya Global Nusantara
Jakarta International Hotels & Development Tbk|0010028256054000|Ku Siew Kuan||Dedy Djafarli|Indra Pranajaya|||Santoso Gunara|Lanny Pujilestari Liga|Hendi Lukman|Tony Soesanto|Agung Rin Prabowo|||||||||||Sugianto Kusuma|Ku Siew Kuan|Lidwina Ong|||||||||||||Hendi Lukman||1984-02-29|Gedung Artha Graha Lt. 15 Jl. Jend. Sudirman Kav. 52-53 Jakarta 12190|5152516|5152546|http://www.jihd.co.id|jihd@jihd.co.id|PT Kresna Aji Sembada
Jaya Konstruksi Manggala Pratama Tbk|013626437062000|Kristianto Indrawan||Sri Nugroho|Arif Nugroho|||Umar Ganda|Yerri Go||||||||||||||Yohannes Henky Wijaya|Masagoes Ismail Ning|Frans Satyaki Sunito|Kristianto Indrawan||||||||||||Indrajanti||2007-12-04|Kantor Taman Bintaro Jaya, Gedung B Jl. Bintaro Raya Jakarta 12330|7363939; 7340260|7363959|www.jayakonstruksi.com|info@jayakonstruksi.com|PT Pembangunan Jaya
Jakarta Kyoei Steel Works Tbk|010002202054000|H. Sumedi||Ben Ubeto|K.P. Irwan Kartawijaya|||Harry Lasmono Hartawan|Arry Wicaksono||||||||||||||Thee Ning Khong|H. Sumedi||||||||||||||Arry Wicaksono||1997-08-06|Jl. Rawa Teratai II No. 1 Kawasan Industri Pulo Gadung Jakarta|460-28-32|4602831|0|jkswtbk@yahoo.co.id|Masyarakat Non Warkat
PT Asuransi Jiwa Syariah Jasa Mitra Abadi Tbk|709547657015000|Ahmad Nugraha||Shakti Agustono Rahardjo|Dadi Adriana|||Basuki Agus|Aji Darmaji|Gus Imron Gunasendjaja|||||||||||||H. M. Andy Arslan Djunaid|Ahmad Nugraha|Dhimas Achmad Sidharta|||||||||||||Mawar Arsiani Djunaid||2017-12-18|Graha Kospin Jasa Lt. 5 Jl. Jend Gatot Soebroto Kav. 1 Jakarta Selatan 12870|82470083|82470086|www.jmasyariah.com|cs.info@jmasyariah.com|Koperasi Simpan Pinjam Jasa
JAPFA Comfeed Indonesia Tbk|010028454092000|Ito Sumardi Djuni Sanyoto||Edwin Suratman, SE, Ak|Karya Utama Atmadilaga, SE, Ak|||Renaldo Santosa|-|Leo Handoko Laksono|Rachmat Indrajaya|Gabriella Santosa|||||||||||Haji Syamsir Siregar|Hendrick Kolonas|Ito Sumardi Djuni Sanyoto|Antonius Harwanto Suryo Sembodo||||||||||||Maya Pradjono||1989-10-23|Wisma Millenia Lt. 7 Jl. MT Haryono Kav. 16 Jakarta 12810|021-28545680|021-8310309|http://www.japfacomfeed.co.id|maya.pradjono@japfa.com; yakobus.sugeng@japfa.com; corsec@japfa.com|Japfa Ltd
Jaya Real Property Tbk|010010767054000|Okky Dharmosetio||Macy Gunawan|Lien-Lien Anggrahini|||Trisna Muliadi|Adi Wijaya, SE|Dra. Swandayani|||||||||||||Candra Ciputra|Vivian Setjakusuma|Okky Dharmosetio|||||||||||||Audi Lazaro||1994-06-29|CBD Emerald Blok CE/A No. 01, Boulevard Bintaro Jaya, Tangerang 15227|021 - 745 8888|021 - 745 3333|www.jayaproperty.com|corporate@jayareal.co.id|PT PEMBANGUNAN JAYA
PT Sky Energy Indonesia Tbk.|028460897019000|Henry Gamra Rachmat||Yenny Goei|Astria Dewi|||Jung Fan|Hideki Iida|Naoki Ishikawa|||||||||||||Hantoro|Buhanudin Amin||||||||||||||Yusuf Woro Widhi Firmanto||2018-03-28|Graha Mas Fatmawati B10, Jln. RS Fatmawati No. 71 RT/RW 002/005 Kel. Cipete Utara Kec. Kebayoran Baru Jakarta Selatan|(021) 7262081|(021) 7223140|www.sky-energy.co.id|corporate@sky-energy.co.id|Masyarakat
PT Jasa Marga Tbk|010016756093000|Chandra Wijaya||Seppalga Ahmad||||Rivan Achmad Purwantoro|Fitri Wiyanti|Mohamad Agus Setiawan|Reza Febriano|Yoga Tri Anggoro|Pramitha Wulanjani||||||||||Juri Ardiantoro|Syamsul Bachri Yusuf|Asrorun Ni-am Sholeh|Nachrowi Ramli|Seppalga Ahmad|Rudi Antariksawan||||||||||Ari Wibowo||2007-11-12|Plaza Tol Taman Mini Indonesia Indah Jakarta 13550|021-8413630; 021-8413526|021-8413540|www.jasamarga.com|investor.relations@jasamarga.co.id|PT Biro Klasifikasi Indonesia
Jakarta Setiabudi Internasional Tbk|010028835054000|Eddy||Heppy Indrayati|Budiana|Heppy Indrayati|Budiana|Jefri Darmadi|Lie Erfurt Chandra Putra Asali|Fred Perry Martono|Anton Goenawan|Bram Van Hoof|||||||||||Purwo Hari Prawiro|Lim Merry|Gunawan Tenggarahardja|Jerry Hua-Lin Wang|Segara Utama|||||||||||ASAN EFFENDY||1998-01-12|Gedung Setiabudi 2, Lt.3a, Ruang 3a01, Jl. H.R. Rasuna Said Jakarta|(021) 2520534, (021) 2521778|(021) 5207511, (021) 5255803|www.jsi.co.id|corp_sec@jsi.co.id|PT Jan Darmadi Investindo
Jasuindo Tiga Perkasa Tbk|0015312614054000|Prof. Dr. Made Sudarma||Made Dudy Satyawan, Jr|Nosy Yodi Metana|||Oei, Allan Wibisono|Drs. Lukito Budiman|Oei, Hendro Susanto|Sarah Pamela|Sulistiani Ikwanto|||||||||||Yongky Wijaya|Prof. Dr. Made Sudarma MM, CPA, CA. Ak.|Jean-Pierre Ting|||||||||||||Drs. Lukito Budiman||2002-04-16|Jl. Raya Betro No. 21 Sedati - Sidoarjo|(031) 891-0919|(031) 891-0928|www.jasuindo.com|corporate.secretary@jasuindo.com|PT. JASUINDO MULTI INVESTAMA
Kimia Farma Tbk.|010016277051000|Musthofa Fauzi||Syaiful|Suprianto|||Djagad Prakasa Dwialam|Lina Sari|Hadi Kardoko|Disril Revolin Putra|Jasmine Karsono|Chairani Harahap||||||||||Stefan Lohoo|Musthofa Fauzi|Suprianto|Wiku Adisasmito|Fachmi Idris|Diah Kusumawardani||||||||||Ganti Winarno Putro||2001-07-04|Jalan Veteran No. 9, Jakarta 10110|021-38477709|021-3454338, 3454339,|http://www.kimiafarma.co.id|ipo@kimiafarma.co.id|PT BIO FARMA (PERSERO)
PT Jantra Grupo Indonesia Tbk|833915697016000|Beni Hendrawan||Efran Syamsumaulana|Dwi Kurnia K|||Imam Sujono|Dodon Tri Koeswardana Msc||||||||||||||Jantra Al Rasyid|Beni Hendrawan||||||||||||||Yustina Anggraeni||2025-03-10|Jalan Raya Cirendeu No. 9, Pisangan Kecamatan Ciputat Timur Kota Tangerang Selatan, Banten 15419|(021) 27598835|(021) 27598835|www.jantragrupoindonesia.com|corsec@jantragroup.com|PT Tahtra Kertajaya Indonesia
Meratus Jasa Prima Tbk|0010007631054000|Wahyu Hardiyanto||Tjiam Kian Lim|Herianto Then|||Farid Belbouab|A. Ravi Menon|Arie Ardian Menaro|Marcel Menaro|Heru Adiwaskito|||||||||||Sjarif Hadiwidjaja|Wahyu Hardiyanto|Ayda Sulianti|||||||||||||Ike Andriani||1994-12-20|Ruko Enggano Megah Blok C No. 15B-15C, Jl. Raya Enggano, Tanjung Priok, Kota Administrasi Jakarta Utara, Indonesia 14310|+62 21 65314710|+62 21 65314711|www.meratusjasaprima.com|corsec.mjp@meratus.com|PT Saranakelola Investa
PT Darmi Bersaudara Tbk.|030710487606000|Dolvy Elvianes||Drs. Nurtjahjo Heri Wibowo|Ongky Aries Tyanto, S.H.|||Nanang Sumartono H, SH|Fajar Dhayu Purandi||||||||||||||Abdul Haris Nofianto|Dolvy Elvianes||||||||||||||Shifa Safina Basalamah||2019-07-04|Jl. Nginden Intan Barat V Blok C4/10 Surabaya, Jawa Timur, 60118|+62 31 596 7274|+62 31 596 7274|www.darbewood.com|corporate.secretary@darbewood.com|PT Darbe Putra Makmur
PT Karya Bersama Anugerah Tbk|669336232721000|Airin||Erik Angkasa Darma|Lanny Ermawati|||Nicholas Sumasto|Budi Hariyanto Hartono||||||||||||||Tjia Daniel Wirawan|Airin||||||||||||||Lasiyah||2020-04-08|PAM Tower, Lantai 8 Balikpapan Superblock Jl Jend. Sudirman no 47, Balikpapan Kalimantan Timur 76114|(0542) 765888, 8820 388|(0542) 8820 399|www.kbag.co.id|corsec@kbag.co.id|PT Visi Kota Indonesia
KMI Wire and Cable Tbk|0010001774054000|Sintawati Sukamuljo||Lieta Irawati Sumantri|Agustine Fransisca|||MARCELLO THEODORE TAUFIK|LIM FUI LIONG|ILHAM|IRWAN MANDRAWAN||||||||||||HERMAN NURSALIM|SANG NYOMAN SUWISMA|SINTAWATI SUKAMULJO|||||||||||||Made Yudana||1992-07-06|Jl. Raya Bekasi KM 23,1 Cakung Jakarta Timur 13910 Telp. 021-4601733 Fax. 021-4610593|021-4601733|-|www.kmi.co.id|madeyudana@kmi.co.id|Masyarakat
Kabelindo Murni Tbk|010029627054000|Prof. Dr. Ir. Dewa Nyoman Adnyana||Neny Mustika Suseno|Adiwinata|||Veronica Lukman|Petrus Nugroho Dwisantoso|Syarwani Harun|||||||||||||Soepono|Surya Adiwijaya Soepono|Prof. Dr. Ir. Dewa Nyoman Adnyana|||||||||||||Intan Eka Dewi||1992-06-01|Jl. Rawagirang No. 2, Kawasan Industri Pulogadung, Jakarta Timur|021-460-9065, 460-9550|021-460-9064, 460-4271|www.kabelindo.co.id|corsec@kabelindo.co.id|PT Mesindo Agung Nusantara
First Media Tbk|0017073040054000|Widjaya Hambali||Ricky Harjanto Gunardi|Lewi Sasmita Kosasih|||Harianda Noerlan|Johannes Tong|Rusbianto Wijaya|||||||||||||Teguh Pudjowigoro|Widjaya Hambali||||||||||||||Harianda Noerlan||2000-02-25|Lippo Kuningan Lantai 17 Jl. H.R. Rasuna Said Kav. B12, Kelurahan Karet Kuning, Kecamatan Setiabudi, Jakarta 12920|021-50610558|-|www.firstmedia.co.id|corporate.secretary@firstmedia.co.id|PT Reksa Puspita Karya
Kertas Basuki Rachmat Indonesia Tbk|013129176054000|Melania Halim||Arif Kristiawan|-|||Sonie Budi Wijaya|Henry Priyono||||||||||||||Hadi Purnomo|Melania Halim||||||||||||||Henry Priyantoro||2008-07-11|Gedung GKM Green Tower, Lantai 19 unit 1908 Jl. TB. Simatupang Kav 89G RT010/02, Kebagusan|(021) 27872466|(021) 29634987|www.kbrindonesia.com|corsec@kbrindonesia.com|Suisse Charter Investment Ltd
Kedawung Setia Industrial Tbk|011329281054000|FADELAN||MOHAMMAD TRI ATMAJA|NABILAH ALPHA MAHARANI|||Permadi Al Suharto|Andi Subroto||||||||||||||HMY Bambang Sujanto|Ali Sugiharto Wibisono|Fadelan|||||||||||||Andi Subroto||1996-07-29|Jl.Mastrip 862 Warugunung-Karangpilang Surabaya|(031) 7661983|(031) 7661981|0|corsec@kdsi-ind.com|PT. KITASUBUR UTAMA
PT Puri Sentul Permai Tbk|210444337403000|Liris Suryanto||Tita Dwi Utari|Setiyo Bonorowanto|||Xaverius Nursalim|Rolf B. Pohan|Irene Nursalim|||||||||||||Tjoea Aubintoro|Liris Suryanto||||||||||||||Aan Rohanah||2022-11-09|Jl. Surya Raya, Kav. Commercial Area 1 Olympic CBD Sentul, Desa Sentul Kecamatan Babakan Madang, Kabupaten Bogor 16810|(021) 8790 5100|(021) 8790 5200|www.kedaton8.com|corsec@kedaton8.com|PT Putrasakti Mandiri
PT Kencana Energi Lestari Tbk.|027509322086000|Sim Idrus Munandar||H. Budi Ruseno|Junardis Priwono|||Wilson Maknawi|Rusmin Cahyadi|Ir. Karel Sampe Pajung|Giat Widjaja|Takasawa Kazunori|||||||||||Albert Maknawi|Sim Idrus Munandar|Freenyan Liwang|Jeanny Maknawi Joe|Yamaguchi Masahiro|||||||||||Diana Limardi||2019-09-02|Kencana Tower Lantai 11, Kebon Jeruk Business Park, Jl. Raya Meruya Ilir No.88, Jakarta Barat 11620, Indonesia|+62.21.5890.0791|+62.21.386.7686|www.kencanaenergy.com|corporate.secretary@kencanaenergy.com|PT Paramata Indah Lestari
PT Mulia Boga Raya Tbk|02589590543100|Drs Herbudianto||Anwar Effendi Tjan|Fitradewata Teramihardja|||Indrasena Patmawidjaja|Jeffry Halim|Ari Sutanto|||||||||||||Hardianto Atmadja|Paulus Tedjosutikno|Drs. Herbudianto|Drs. Maurits D. R. Lalisang|E. Maurits Klavert|||||||||||Jeffry Halim||2019-11-25|Kawasan Bekasi International Industrial Estate Jalan Inti Raya II Blok C.7 No. 5-A Cibatu Cikarang Selatan - Bekasi|021 – 8990 8468|021 – 8990 8485|www.prochiz.com|corp.secretary@prochiz.co.id|PT Garudafood Putra Putri Jaya Tbk
PT Ketrosden Triasmitra Tbk|016742256015000|Nelly Henry||Agung Sampurna|Darwin Wijaya|||Titus Dondi Patria Arnabaju|Vidcy Octory|Dani Samsul Ependi|||||||||||||P Sartono|Nelly Henry|Agung Sampurna|||||||||||||Ikhsan Triyanto||2021-01-11|Gedung Meta Epsi Lantai 2 Jl. Mayjend D.I. Panjaitan Kav. 2, Jakarta Timur|(021) 22085100|(021) 22085151|www.triasmitra.com|hq@triasmitra.com|PT Fajar Sejahtera Mandiri Nusantara
Keramika Indonesia Assosiasi Tbk|010016889054000|Krisana Eamvorasombat||Dwi Astuti Rosmianingrum Nainggolan|Dr. Ancella Anitawati Hermawan|||Boonyarit Jaiya|Susalak Khiew-Orn|Gunarso|||||||||||||Anuvat Chalermchai|Warit Jintanawan|Krisana Eamvorasombat|||||||||||||Verawaty Trisno Hadijanto||1994-12-08|Graha Mobisel, Lantai 3 Jl. Buncit Raya No.139 Kalibata, Pancoran, Jakarta Selatan 12740|(021) 3506227|(021) 3862374|www.kiaceramics.com|corsec@kiaceramics.com|SCG Decor Public Company Limited
Kedaung Indah Can Tbk|011332129054000|Ratna Indrawati, MBA||Handrianto Hadie Widjojo, SE|Ina Handayani, SE|||Ir. Ratna Setyakusuma|Ir. I Made Indrawan|Hadi Muliyono, SE Ak.|||||||||||||Philip Lam Tin Sing|Djoni Sukohardjo|Ratna Indrawati, MBA|||||||||||||Ing Hidayat Karnadi||1993-10-28|Jl. Raya Rungkut 15 - 17, Surabaya 60293|(031) 8700088|(031) 8705212|0|kedawung@sby.centrin.net.id|PT Kedawung Subur
Kawasan Industri Jababeka Tbk|010678357054000|Suhardi Alius||Chandra Setiawan|Dudi Hadi Santoso|||SETYONO DJUANDI DARMONO|TJAHJADI RAHARDJA|HYANTO WIHADHI|||||||||||||DRS. H. SUHARDI ALIUS, MH|GAN MICHAEL|BASURI TJAHAJA PURNAMA|||||||||||||Budianto Liman||1995-01-10|Menara Batavia Lt. 25 Jl. K.H. Mas Mansyur Kav. 126 Jakarta 10220|5727337|5727279|www.jababeka.com|corsec@jababeka.com|Masyarakat Non Warkat
PT Hoffmen Cleanindo Tbk|0026819813041000|Selamat Sodugaon Carl F||Ita Dimiyati|Riko Firmansyah|||Rudy Japarto|Albert Sutanto||||||||||||||Eddy Japarto|Selamat Sodugaon Carl F||||||||||||||Meliza Laudy Oktaviani||2023-02-16|Jl Raya Jembatan Tiga No 8, Penjaringan, Jakarta Utara 14440|021-6628126|021-6629030|www.hoffmen.co.id|corsec@hoffmen.co.id|PT Japarto Sukses Mandiri
PT Kino Indonesia Tbk|018532077441000|Rokhmad Sunanto||Hardianto Soefajin|Sumianty Lie|||Sidharta Prawira Oetama|Budi Susanto|Hartanto Kusmanto|Kurdi Gunawan|Vebbyna Dewianti|Anggara Andrian Linanda|Nurindra Prawarianto|||||||||Harry Sanusi|Agus Sandianto|Rokhmad Sunanto|||||||||||||Anggara Andrian Linanda||2015-12-11|Kino Tower Lt. 17 Jl. Jalur Sutera Boulevard No. 01 Panunggangan Timur, Pinang Kota Tangerang 15143|021-80821100|021-80821123|www.kino.co.id|corsec@kino.co.id|PT Kino Investindo
PT Kioson Komersial Indonesia Tbk.|735607731029000|Nathaniel Kwai||Selfi Fajarwati|Megawati|||Ornela Bartin Sutan Giri|Reginald Trisna||||||||||||||Viperi Limiardi|Junaidi Ariansyah||||||||||||||Ornela Bartin Sutan Giri||2017-10-05|Alaydrus No. 66 BC, Kel. Petojo Utara, Kec. Gambir, Jakarta Pusat|+6221-6317523|-|https://kioson.app/|corsec@kioson.com|MASYARAKAT
PT Krida Jaringan Nusantara Tbk.|018770016023000|Alwie Handoyo||Rahmat Sukendar|Raimon|||Sunarto|FARIDA SULISTYORINI||||||||||||||Alwie Handoyo|Dewi Prasetyaningsih||||||||||||||Farida Sulistyorini||2019-07-01|Jl Kramat Raya No. 140. RT.1/RW.1 Kelurahan Kenari, Kecamatan Senen, Jakarta Pusat 10430|31901010|31901331|www.kjn.id|corpsec8899@gmail.com|PT Grafindo Karya Nusantara
